FacilityType,LoanID,BorrowerID,CounterPartyID,FacilityID,DealID,DealName,BorrowerName,BranchCode,LoanType,PricingOption,LoanPurpose,ContractID,EffectiveDate,RepriceDate,ExpiryDate,MaturityDate,duration,CurrencyCode,LenderID,AccuredToDate,LegalName,FacilityLegalName,BaseRate,SpreadT,LoanAmount,PortfolioShare,LoanCurrency,ProfitCenterCode
LIBOR,0YD8T57T81,BID57T28,MAIULON27,CDLIBOR0,US0CE8157T81,MAIULON27-EUR,Borrower-161,B240,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8157T81,6/17/2018,,,6/17/2033,15,EUR,Lender-30,,Borrower-161 Inc,Borrower-161 Inc,,0.011,218187.09,1090935.46,EUR,US0CE81
TERM,0YD8T57T82,BID57T7,MAIULON276,CDTERM68,US0CE8157T82,MAIULON276-EUR,Borrower-241,B250,LOAN,EURIBOR,Loans,US0CE8157T82,1/6/2018,,,1/6/2033,15,EUR,Lender-6,,Borrower-241 Inc,Borrower-241 Inc,,0.013,237232.35,1186161.75,EUR,US0CE81
TERM,0YD8T57T83,BID57T6,MAIULON414,CDTERM81,US0CE8157T83,MAIULON414-GB,Borrower-250,B158,LOAN,LIBOR,Loans,US0CE8157T83,4/28/2018,,,4/28/2033,15,GB,Lender-42,,Borrower-250 Inc,Borrower-250 Inc,,0.01,321820,1609099.98,GB,US0CE81
LIBOR,0YD8T57T84,BID57T2,MAIULON599,CDLIBOR87,US0CE8157T84,MAIULON599-GB,Borrower-106,B265,SBLC,SBLC_FINANCIAL,SBLC_FINANCIAL_20,US0CE8157T84,5/4/2018,,,5/4/2033,15,GB,Lender-43,,Borrower-106 Inc,Borrower-106 Inc,0.03,0.011,278900.37,1394501.87,GB,US0CE81
REVOLVING,0YD8T57T85,BID57T0,MAIULON479,CDREVOLVING22,US0CE8157T85,MAIULON479-GB,Borrower-361,B189,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8157T85,4/21/2018,,,4/21/2033,15,GB,Lender-29,,Borrower-361 Inc,Borrower-361 Inc,0.039,0.01,329796.74,1648983.69,GB,US0CE81
UNCOMMITTED,0YD8T57T86,BID57T28,MAIULON107,CDUNCOMMITTED63,US0CE8157T86,MAIULON107-GB,Borrower-100,B107,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8157T86,4/12/2018,,,4/12/2033,15,GB,Lender-0,,Borrower-100 Inc,Borrower-100 Inc,0.03,0.01,229736.14,1148680.68,GB,US0CE81
COMMITTED,0YD8T57T87,BID57T22,MAIULON151,CDCOMMITTED25,US0CE8157T87,MAIULON151-GB,Borrower-248,B220,LOAN,DISCOUNT_LOAN,Loans,US0CE8157T87,2/16/2018,,,2/16/2033,15,GB,Lender-26,,Borrower-248 Inc,Borrower-248 Inc,0.03,0.014,311909.62,1559548.1,GB,US0CE81
UNCOMMITTED,0YD8T57T88,BID57T17,MAIULON223,CDUNCOMMITTED64,US0CE8157T88,MAIULON223-EUR,Borrower-485,B192,LOAN,UNPAID_LIBOR,Loans,US0CE8157T88,1/11/2018,,,1/11/2033,15,EUR,Lender-21,,Borrower-485 Inc,Borrower-485 Inc,0.03,0.01,216312.74,1081563.7,EUR,US0CE81
LIBOR,0YD8T57T89,BID57T13,MAIULON529,CDLIBOR69,US0CE8157T89,MAIULON529-GB,Borrower-138,B173,LOAN,LIBOR_SWINGLINE,Loans,US0CE8157T89,2/18/2018,,,2/18/2033,15,GB,Lender-29,,Borrower-138 Inc,Borrower-138 Inc,0.038,0.01,205687.71,1028438.54,GB,US0CE81
UNCOMMITTED,0YD8T57T90,BID57T4,MAIULON238,CDUNCOMMITTED14,US0CE8157T90,MAIULON238-GB,Borrower-334,B171,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8157T90,5/6/2018,,,5/6/2033,15,GB,Lender-47,,Borrower-334 Inc,Borrower-334 Inc,0.066,0.01,299808.87,1499044.37,GB,US0CE81
TERM,0YD8T57T91,BID57T9,MAIULON547,CDTERM26,US0CE8157T91,MAIULON547-GB,Borrower-211,B288,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8157T91,5/22/2018,,,5/22/2033,15,GB,Lender-4,,Borrower-211 Inc,Borrower-211 Inc,0.098,0.015,292523.46,1462617.31,GB,US0CE81
TERM,0YD8T57T92,BID57T23,MAIULON530,CDTERM35,US0CE8157T92,MAIULON530-GB,Borrower-475,B197,LOAN,LIBOR,Loans,US0CE8157T92,5/20/2018,,,5/20/2033,15,GB,Lender-42,,Borrower-475 Inc,Borrower-475 Inc,,0.01,299079.84,1495399.21,GB,US0CE81
UNCOMMITTED,0YD8T57T93,BID57T18,MAIULON346,CDUNCOMMITTED27,US0CE8157T93,MAIULON346-USD,Borrower-250,B269,SBLC,US_SBLC,SBLC_FINANCIAL_20,US0CE8157T93,1/7/2018,,,1/7/2033,15,USD,Lender-49,,Borrower-250 Inc,Borrower-250 Inc,,0.012,288345.96,1441729.81,USD,US0CE81
UNCOMMITTED,0YD8T57T94,BID57T3,MAIULON104,CDUNCOMMITTED23,US0CE8157T94,MAIULON104-USD,Borrower-144,B245,SBLC,SBLC_PERF,SBLC_PERF_20,US0CE8157T94,1/9/2018,,,1/9/2033,15,USD,Lender-14,,Borrower-144 Inc,Borrower-144 Inc,,0.01,242340.78,1211703.91,USD,US0CE81
UNCOMMITTED,0YD8T57T95,BID57T16,MAIULON570,CDUNCOMMITTED41,US0CE8157T95,MAIULON570-USD,Borrower-10,B267,LOAN,DISCOUNT_LOAN,Loans,US0CE8157T95,4/21/2018,,,4/21/2033,15,USD,Lender-21,,Borrower-10 Inc,Borrower-10 Inc,,0.015,211771.97,1058859.87,USD,US0CE81
LIBOR,0YD8T57T96,BID57T24,MAIULON490,CDLIBOR31,US0CE8157T96,MAIULON490-USD,Borrower-221,B273,LOAN,EURIBOR,Loans,US0CE8157T96,3/24/2018,,,3/24/2033,15,USD,Lender-33,,Borrower-221 Inc,Borrower-221 Inc,,0.014,291793.38,1458966.88,USD,US0CE81
REVOLVING,0YD8T57T97,BID57T14,MAIULON229,CDREVOLVING87,US0CE8157T97,MAIULON229-GB,Borrower-477,B207,LOAN,ZERO_RATE,Loans,US0CE8157T97,6/2/2018,,,6/2/2033,15,GB,Lender-24,,Borrower-477 Inc,Borrower-477 Inc,,0.013,374266.08,1871330.39,GB,US0CE81
UNCOMMITTED,0YD8T57T98,BID57T5,MAIULON67,CDUNCOMMITTED99,US0CE8157T98,MAIULON67-GB,Borrower-82,B211,SBLC,US_SBLC,SBLC_PERF_20,US0CE8157T98,5/23/2018,,,5/23/2033,15,GB,Lender-14,,Borrower-82 Inc,Borrower-82 Inc,0.04,0.011,212427.24,1062136.19,GB,US0CE81
LIBOR,0YD8T57T99,BID57T28,MAIULON168,CDLIBOR9,US0CE8157T99,MAIULON168-GB,Borrower-171,B149,SBLC,SBLC_PERF,SBLC_PERF_50_DEFAULT,US0CE8157T99,6/16/2018,,,6/16/2033,15,GB,Lender-47,,Borrower-171 Inc,Borrower-171 Inc,0.035,0.012,224241.15,1121205.75,GB,US0CE81
REVOLVING,0YD8T57T100,BID57T22,MAIULON178,CDREVOLVING95,US0CE8157T100,MAIULON178-USD,Borrower-148,B104,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE8157T100,5/22/2018,,,5/22/2033,15,USD,Lender-49,,Borrower-148 Inc,Borrower-148 Inc,0.069,0.012,236227.28,1181136.4,USD,US0CE81
COMMITTED,0YD8T58T0,BID58T0,MAIULON282,CDCOMMITTED69,US0CE7258T0,MAIULON282-EUR,Borrower-341,B197,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T0,5/22/2018,,,5/22/2019,1,EUR,Lender-1,,Borrower-341 Inc,Borrower-341 Inc,0.05,0.016,111865.21,559326.03,EUR,US0CE72
COMMITTED,0YD8T58T1,BID58T26,MAIULON404,CDCOMMITTED10,US0CE7258T1,MAIULON404-USD,Borrower-28,B119,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T1,1/23/2018,,,1/23/2019,1,USD,Lender-27,,Borrower-28 Inc,Borrower-28 Inc,0.03,0.019,117109.13,585545.65,USD,US0CE72
COMMITTED,0YD8T58T2,BID58T20,MAIULON435,CDCOMMITTED90,US0CE7258T2,MAIULON435-USD,Borrower-474,B217,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T2,6/23/2018,,,6/23/2019,1,USD,Lender-43,,Borrower-474 Inc,Borrower-474 Inc,0.063,0.015,102131.15,510655.76,USD,US0CE72
UNCOMMITTED,0YD8T58T3,BID58T15,MAIULON528,CDUNCOMMITTED13,US0CE7258T3,MAIULON528-GB,Borrower-290,B116,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T3,2/10/2018,,,2/10/2019,1,GB,Lender-33,,Borrower-290 Inc,Borrower-290 Inc,0.054,0.015,107388.91,536944.55,GB,US0CE72
REVOLVING,0YD8T58T4,BID58T1,MAIULON448,CDREVOLVING0,US0CE7258T4,MAIULON448-GB,Borrower-277,B213,SBLC,US_SBLC,SBLC_FINANCIAL_100_DEFAULT,US0CE7258T4,6/5/2018,,,6/5/2019,1,GB,Lender-38,,Borrower-277 Inc,Borrower-277 Inc,0.03,0.017,104584.74,522923.71,GB,US0CE72
TERM,0YD8T58T5,BID58T23,MAIULON241,CDTERM43,US0CE7258T5,MAIULON241-USD,Borrower-453,B175,SBLC,US_SBLC,SBLC_PERF_50_DEFAULT,US0CE7258T5,6/11/2018,,,6/11/2019,1,USD,Lender-24,,Borrower-453 Inc,Borrower-453 Inc,0.031,0.015,119324.6,596623.01,USD,US0CE72
UNCOMMITTED,0YD8T58T6,BID58T3,MAIULON37,CDUNCOMMITTED5,US0CE7258T6,MAIULON37-GB,Borrower-400,B128,SBLC,SBLC_PERF,SBLC_PERF_50_DEFAULT,US0CE7258T6,1/20/2018,,,1/20/2019,1,GB,Lender-43,,Borrower-400 Inc,Borrower-400 Inc,0.034,0.018,104631.55,523157.74,GB,US0CE72
REVOLVING,0YD8T58T7,BID58T11,MAIULON411,CDREVOLVING82,US0CE7258T7,MAIULON411-USD,Borrower-316,B267,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T7,1/31/2018,,,1/31/2019,1,USD,Lender-25,,Borrower-316 Inc,Borrower-316 Inc,,0.015,109042.47,545212.35,USD,US0CE72
LIBOR,0YD8T58T8,BID58T25,MAIULON564,CDLIBOR43,US0CE7258T8,MAIULON564-GB,Borrower-7,B272,SBLC,US_SBLC,SBLC_FINANCIAL_20,US0CE7258T8,6/27/2018,,,6/27/2019,1,GB,Lender-19,,Borrower-7 Inc,Borrower-7 Inc,,0.015,112801.83,564009.14,GB,US0CE72
TERM,0YD8T58T9,BID58T24,MAIULON587,CDTERM84,US0CE7258T9,MAIULON587-GB,Borrower-282,B177,SBLC,SBLC_PERF,SBLC_FINANCIAL_20,US0CE7258T9,6/13/2018,,,6/13/2019,1,GB,Lender-5,,Borrower-282 Inc,Borrower-282 Inc,,0.023,103576.37,517881.83,GB,US0CE72
REVOLVING,0YD8T58T10,BID58T11,MAIULON107,CDREVOLVING30,US0CE7258T10,MAIULON107-USD,Borrower-370,B115,SBLC,US_SBLC,SBLC_PERF_50_DEFAULT,US0CE7258T10,2/6/2018,,,2/6/2019,1,USD,Lender-11,,Borrower-370 Inc,Borrower-370 Inc,,0.02,109149.89,545749.47,USD,US0CE72
LIBOR,0YD8T58T11,BID58T25,MAIULON353,CDLIBOR26,US0CE7258T11,MAIULON353-EUR,Borrower-204,B160,LOAN,EURIBOR,Loans,US0CE7258T11,1/5/2018,,,1/5/2019,1,EUR,Lender-37,,Borrower-204 Inc,Borrower-204 Inc,,0.015,118717.41,593587.07,EUR,US0CE72
REVOLVING,0YD8T58T12,BID58T6,MAIULON176,CDREVOLVING75,US0CE7258T12,MAIULON176-USD,Borrower-23,B293,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T12,3/1/2018,,,3/1/2019,1,USD,Lender-16,,Borrower-23 Inc,Borrower-23 Inc,0.041,0.015,106683,533415,USD,US0CE72
COMMITTED,0YD8T58T13,BID58T24,MAIULON197,CDCOMMITTED0,US0CE7258T13,MAIULON197-USD,Borrower-238,B190,LOAN,LIBOR_SWINGLINE,Loans,US0CE7258T13,3/9/2018,,,3/9/2019,1,USD,Lender-13,,Borrower-238 Inc,Borrower-238 Inc,0.05,0.02,103276.02,516380.09,USD,US0CE72
TERM,0YD8T58T14,BID58T28,MAIULON559,CDTERM60,US0CE7258T14,MAIULON559-GB,Borrower-164,B220,LOAN,UNPAID_LIBOR,Loans,US0CE7258T14,5/15/2018,,,5/15/2019,1,GB,Lender-3,,Borrower-164 Inc,Borrower-164 Inc,0.081,0.015,114835.4,574177.02,GB,US0CE72
REVOLVING,0YD8T58T15,BID58T8,MAIULON434,CDREVOLVING63,US0CE7258T15,MAIULON434-EUR,Borrower-428,B198,LOAN,LIBOR,Loans,US0CE7258T15,5/6/2018,,,5/6/2019,1,EUR,Lender-44,,Borrower-428 Inc,Borrower-428 Inc,0.039,0.015,103271.89,516359.45,EUR,US0CE72
UNCOMMITTED,0YD8T58T16,BID58T10,MAIULON53,CDUNCOMMITTED86,US0CE7258T16,MAIULON53-GB,Borrower-13,B238,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T16,6/14/2018,,,6/14/2019,1,GB,Lender-18,,Borrower-13 Inc,Borrower-13 Inc,0.039,0.021,109003.23,545016.16,GB,US0CE72
TERM,0YD8T58T17,BID58T7,MAIULON541,CDTERM56,US0CE7258T17,MAIULON541-USD,Borrower-39,B123,SBLC,SBLC_PERF,SBLC_FINANCIAL_20,US0CE7258T17,1/17/2018,,,1/17/2019,1,USD,Lender-19,,Borrower-39 Inc,Borrower-39 Inc,0.079,0.024,104567.64,522838.21,USD,US0CE72
LIBOR,0YD8T58T18,BID58T28,MAIULON103,CDLIBOR23,US0CE7258T18,MAIULON103-EUR,Borrower-349,B219,SBLC,US_SBLC,SBLC_PERF_50_DEFAULT,US0CE7258T18,3/3/2018,,,3/3/2019,1,EUR,Lender-10,,Borrower-349 Inc,Borrower-349 Inc,0.043,0.015,117155.74,585778.72,EUR,US0CE72
UNCOMMITTED,0YD8T58T19,BID58T17,MAIULON213,CDUNCOMMITTED15,US0CE7258T19,MAIULON213-EUR,Borrower-26,B268,LOAN,LIBOR_SWINGLINE,Loans,US0CE7258T19,1/5/2018,,,1/5/2019,1,EUR,Lender-8,,Borrower-26 Inc,Borrower-26 Inc,0.034,0.015,117461.63,587308.17,EUR,US0CE72
REVOLVING,0YD8T58T20,BID58T5,MAIULON192,CDREVOLVING7,US0CE7258T20,MAIULON192-EUR,Borrower-357,B102,LOAN,BASE_RATE,Loans,US0CE7258T20,4/15/2018,,,4/15/2019,1,EUR,Lender-24,,Borrower-357 Inc,Borrower-357 Inc,0.03,0.02,119538.64,597693.21,EUR,US0CE72
UNCOMMITTED,0YD8T58T21,BID58T21,MAIULON16,CDUNCOMMITTED7,US0CE7258T21,MAIULON16-EUR,Borrower-331,B172,LOAN,SBLC_PERF,Loans,US0CE7258T21,5/16/2018,,,5/16/2019,1,EUR,Lender-11,,Borrower-331 Inc,Borrower-331 Inc,0.05,0.015,111755.67,558778.33,EUR,US0CE72
TERM,0YD8T58T22,BID58T8,MAIULON325,CDTERM56,US0CE7258T22,MAIULON325-USD,Borrower-344,B238,LOAN,EURIBOR,Loans,US0CE7258T22,6/23/2018,,,6/23/2019,1,USD,Lender-13,,Borrower-344 Inc,Borrower-344 Inc,0.03,0.015,102485.05,512425.27,USD,US0CE72
REVOLVING,0YD8T58T23,BID58T27,MAIULON312,CDREVOLVING45,US0CE7258T23,MAIULON312-EUR,Borrower-159,B125,LOAN,BASE_RATE,Loans,US0CE7258T23,4/27/2018,,,4/27/2019,1,EUR,Lender-49,,Borrower-159 Inc,Borrower-159 Inc,,0.024,115813.14,579065.72,EUR,US0CE72
LIBOR,0YD8T58T24,BID58T12,MAIULON186,CDLIBOR12,US0CE7258T24,MAIULON186-USD,Borrower-122,B289,LOAN,LIBOR,Loans,US0CE7258T24,1/25/2018,,,1/25/2019,1,USD,Lender-11,,Borrower-122 Inc,Borrower-122 Inc,,0.015,112349.8,561749.01,USD,US0CE72
UNCOMMITTED,0YD8T58T25,BID58T27,MAIULON427,CDUNCOMMITTED16,US0CE7258T25,MAIULON427-EUR,Borrower-201,B285,SBLC,SBLC_FINANCIAL,SBLC_PERF_20,US0CE7258T25,6/21/2018,,,6/21/2019,1,EUR,Lender-46,,Borrower-201 Inc,Borrower-201 Inc,,0.015,118123.36,590616.78,EUR,US0CE72
REVOLVING,0YD8T58T26,BID58T2,MAIULON559,CDREVOLVING61,US0CE7258T26,MAIULON559-EUR,Borrower-164,B291,SBLC,SBLC_PERF,SBLC_FINANCIAL_20,US0CE7258T26,3/31/2018,,,3/31/2019,1,EUR,Lender-48,,Borrower-164 Inc,Borrower-164 Inc,,0.015,100582.58,502912.92,EUR,US0CE72
TERM,0YD8T58T27,BID58T5,MAIULON350,CDTERM70,US0CE7258T27,MAIULON350-USD,Borrower-438,B189,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T27,5/18/2018,,,5/18/2019,1,USD,Lender-26,,Borrower-438 Inc,Borrower-438 Inc,,0.015,114887.47,574437.37,USD,US0CE72
COMMITTED,0YD8T58T28,BID58T12,MAIULON380,CDCOMMITTED73,US0CE7258T28,MAIULON380-EUR,Borrower-146,B283,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T28,1/1/2018,,,1/1/2019,1,EUR,Lender-48,,Borrower-146 Inc,Borrower-146 Inc,,0.015,115955.7,579778.51,EUR,US0CE72
UNCOMMITTED,0YD8T58T29,BID58T23,MAIULON167,CDUNCOMMITTED40,US0CE7258T29,MAIULON167-EUR,Borrower-457,B120,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T29,3/10/2018,,,3/10/2019,1,EUR,Lender-25,,Borrower-457 Inc,Borrower-457 Inc,0.047,0.015,112141.91,560709.54,EUR,US0CE72
LIBOR,0YD8T58T30,BID58T28,MAIULON226,CDLIBOR60,US0CE7258T30,MAIULON226-GB,Borrower-87,B103,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T30,1/26/2018,,,1/26/2019,1,GB,Lender-39,,Borrower-87 Inc,Borrower-87 Inc,0.05,0.02,104961.96,524809.79,GB,US0CE72
COMMITTED,0YD8T58T31,BID58T1,MAIULON156,CDCOMMITTED15,US0CE7258T31,MAIULON156-EUR,Borrower-299,B119,LOAN,BASE_RATE,Loans,US0CE7258T31,3/1/2018,,,3/1/2019,1,EUR,Lender-13,,Borrower-299 Inc,Borrower-299 Inc,0.069,0.017,115934.65,579673.23,EUR,US0CE72
COMMITTED,0YD8T58T32,BID58T3,MAIULON590,CDCOMMITTED48,US0CE7258T32,MAIULON590-USD,Borrower-172,B111,SBLC,SBLC_PERF,SBLC_FINANCIAL_20,US0CE7258T32,6/11/2018,,,6/11/2019,1,USD,Lender-23,,Borrower-172 Inc,Borrower-172 Inc,0.06,0.023,106398.32,531991.62,USD,US0CE72
UNCOMMITTED,0YD8T58T33,BID58T20,MAIULON576,CDUNCOMMITTED43,US0CE7258T33,MAIULON576-GB,Borrower-83,B198,SBLC,SBLC_PERF,SBLC_PERF_20,US0CE7258T33,4/28/2018,,,4/28/2019,1,GB,Lender-41,,Borrower-83 Inc,Borrower-83 Inc,0.031,0.022,109070.19,545350.93,GB,US0CE72
COMMITTED,0YD8T58T34,BID58T1,MAIULON321,CDCOMMITTED25,US0CE7258T34,MAIULON321-EUR,Borrower-149,B187,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T34,1/7/2018,,,1/7/2019,1,EUR,Lender-21,,Borrower-149 Inc,Borrower-149 Inc,0.074,0.023,111151.06,555755.28,EUR,US0CE72
REVOLVING,0YD8T58T35,BID58T7,MAIULON561,CDREVOLVING42,US0CE7258T35,MAIULON561-EUR,Borrower-194,B220,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T35,2/11/2018,,,2/11/2019,1,EUR,Lender-42,,Borrower-194 Inc,Borrower-194 Inc,,0.015,117938.7,589693.52,EUR,US0CE72
UNCOMMITTED,0YD8T58T36,BID58T1,MAIULON498,CDUNCOMMITTED75,US0CE7258T36,MAIULON498-EUR,Borrower-461,B262,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T36,1/16/2018,,,1/16/2019,1,EUR,Lender-23,,Borrower-461 Inc,Borrower-461 Inc,,0.015,103197.83,515989.15,EUR,US0CE72
UNCOMMITTED,0YD8T58T37,BID58T27,MAIULON461,CDUNCOMMITTED56,US0CE7258T37,MAIULON461-GB,Borrower-216,B115,LOAN,BASE_RATE,Loans,US0CE7258T37,3/6/2018,,,3/6/2019,1,GB,Lender-34,,Borrower-216 Inc,Borrower-216 Inc,,0.021,117945.08,589725.39,GB,US0CE72
LIBOR,0YD8T58T38,BID58T0,MAIULON547,CDLIBOR42,US0CE7258T38,MAIULON547-USD,Borrower-26,B220,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T38,5/15/2018,,,5/15/2019,1,USD,Lender-3,,Borrower-26 Inc,Borrower-26 Inc,,0.015,102842.54,514212.69,USD,US0CE72
COMMITTED,0YD8T58T39,BID58T23,MAIULON224,CDCOMMITTED63,US0CE7258T39,MAIULON224-USD,Borrower-29,B107,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T39,5/20/2018,,,5/20/2019,1,USD,Lender-24,,Borrower-29 Inc,Borrower-29 Inc,,0.015,111053.38,555266.89,USD,US0CE72
LIBOR,0YD8T58T40,BID58T0,MAIULON572,CDLIBOR85,US0CE7258T40,MAIULON572-GB,Borrower-307,B189,LOAN,LIBOR_SWINGLINE,Loans,US0CE7258T40,5/9/2018,,,5/9/2019,1,GB,Lender-28,,Borrower-307 Inc,Borrower-307 Inc,,0.022,118198.4,590992.01,GB,US0CE72
LIBOR,0YD8T58T41,BID58T11,MAIULON387,CDLIBOR11,US0CE7258T41,MAIULON387-USD,Borrower-51,B136,SBLC,SBLC_PERF,SBLC_PERF_50_DEFAULT,US0CE7258T41,5/18/2018,,,5/18/2019,1,USD,Lender-17,,Borrower-51 Inc,Borrower-51 Inc,,0.015,113962.48,569812.39,USD,US0CE72
UNCOMMITTED,0YD8T58T42,BID58T1,MAIULON201,CDUNCOMMITTED30,US0CE7258T42,MAIULON201-EUR,Borrower-98,B106,LOAN,US_SBLC,Loans,US0CE7258T42,1/8/2018,,,1/8/2019,1,EUR,Lender-37,,Borrower-98 Inc,Borrower-98 Inc,,0.015,115934.97,579674.85,EUR,US0CE72
TERM,0YD8T58T43,BID58T6,MAIULON485,CDTERM83,US0CE7258T43,MAIULON485-USD,Borrower-355,B133,LOAN,LIBOR_SWINGLINE,Loans,US0CE7258T43,2/11/2018,,,2/11/2019,1,USD,Lender-2,,Borrower-355 Inc,Borrower-355 Inc,0.053,0.015,100428.38,502141.89,USD,US0CE72
TERM,0YD8T58T44,BID58T29,MAIULON44,CDTERM7,US0CE7258T44,MAIULON44-GB,Borrower-114,B271,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T44,4/24/2018,,,4/24/2019,1,GB,Lender-30,,Borrower-114 Inc,Borrower-114 Inc,0.036,0.015,107304.68,536523.41,GB,US0CE72
REVOLVING,0YD8T58T45,BID58T12,MAIULON374,CDREVOLVING99,US0CE7258T45,MAIULON374-USD,Borrower-478,B227,LOAN,ZERO_RATE,Loans,US0CE7258T45,5/5/2018,,,5/5/2019,1,USD,Lender-31,,Borrower-478 Inc,Borrower-478 Inc,0.079,0.015,106248.89,531244.47,USD,US0CE72
TERM,0YD8T58T46,BID58T26,MAIULON480,CDTERM41,US0CE7258T46,MAIULON480-GB,Borrower-418,B249,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T46,3/17/2018,,,3/17/2019,1,GB,Lender-34,,Borrower-418 Inc,Borrower-418 Inc,0.033,0.015,110464.59,552322.95,GB,US0CE72
COMMITTED,0YD8T58T47,BID58T27,MAIULON215,CDCOMMITTED62,US0CE7258T47,MAIULON215-USD,Borrower-17,B234,LOAN,LIBOR,Loans,US0CE7258T47,5/7/2018,,,5/7/2019,1,USD,Lender-22,,Borrower-17 Inc,Borrower-17 Inc,0.037,0.015,110426.31,552131.56,USD,US0CE72
COMMITTED,0YD8T58T48,BID58T28,MAIULON213,CDCOMMITTED5,US0CE7258T48,MAIULON213-USD,Borrower-139,B130,SBLC,US_SBLC,SBLC_FINANCIAL_20,US0CE7258T48,2/24/2018,,,2/24/2019,1,USD,Lender-4,,Borrower-139 Inc,Borrower-139 Inc,0.03,0.022,115108.86,575544.28,USD,US0CE72
COMMITTED,0YD8T58T49,BID58T17,MAIULON104,CDCOMMITTED35,US0CE7258T49,MAIULON104-GB,Borrower-458,B250,SBLC,US_SBLC,SBLC_FINANCIAL_20,US0CE7258T49,1/15/2018,,,1/15/2019,1,GB,Lender-33,,Borrower-458 Inc,Borrower-458 Inc,0.084,0.017,111023.67,555118.34,GB,US0CE72
TERM,0YD8T58T50,BID58T15,MAIULON462,CDTERM20,US0CE7258T50,MAIULON462-USD,Borrower-282,B131,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T50,1/2/2018,,,1/2/2019,1,USD,Lender-9,,Borrower-282 Inc,Borrower-282 Inc,0.09,0.022,100427.7,502138.5,USD,US0CE72
TERM,0YD8T58T51,BID58T20,MAIULON497,CDTERM67,US0CE7258T51,MAIULON497-USD,Borrower-68,B146,SBLC,US_SBLC,SBLC_PERF_50_DEFAULT,US0CE7258T51,6/25/2018,,,6/25/2019,1,USD,Lender-35,,Borrower-68 Inc,Borrower-68 Inc,0.052,0.015,119230.23,596151.16,USD,US0CE72
TERM,0YD8T58T52,BID58T3,MAIULON138,CDTERM3,US0CE7258T52,MAIULON138-USD,Borrower-281,B228,SBLC,SBLC_PERF,SBLC_FINANCIAL_20,US0CE7258T52,2/20/2018,,,2/20/2019,1,USD,Lender-28,,Borrower-281 Inc,Borrower-281 Inc,0.038,0.025,102408.35,512041.73,USD,US0CE72
UNCOMMITTED,0YD8T58T53,BID58T23,MAIULON38,CDUNCOMMITTED1,US0CE7258T53,MAIULON38-EUR,Borrower-343,B205,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T53,5/7/2018,,,5/7/2019,1,EUR,Lender-28,,Borrower-343 Inc,Borrower-343 Inc,0.039,0.024,100151.85,500759.27,EUR,US0CE72
TERM,0YD8T58T54,BID58T2,MAIULON465,CDTERM57,US0CE7258T54,MAIULON465-GB,Borrower-442,B243,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T54,2/12/2018,,,2/12/2019,1,GB,Lender-42,,Borrower-442 Inc,Borrower-442 Inc,0.079,0.022,111493.67,557468.37,GB,US0CE72
LIBOR,0YD8T58T55,BID58T17,MAIULON164,CDLIBOR26,US0CE7258T55,MAIULON164-EUR,Borrower-52,B283,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE7258T55,5/19/2018,,,5/19/2019,1,EUR,Lender-9,,Borrower-52 Inc,Borrower-52 Inc,0.049,0.018,113841.8,569209,EUR,US0CE72
